state,district,rain_gfs_mm,imd_mean_mm,bias_factor,rain_gfs_bc_mm,rain_icon_mm,alert_gfs_bc,alert_icon,date,cycle_utc,gfs_cal_factor,gfs_cal_threshold_mm,gfs_cal_samples,rain_gfs_cal_mm,alert_gfs_raw,alert_gfs_cal
Bihar,Supaul,15.104166805744171,4.323036430327043,0.3,4.531250041723252,0.0,NO ALERT,NO ALERT,20260706,18,1.0,12.0,0,15.104166805744171,MODERATE,MODERATE
Chhattisgarh,Bilaspur,12.24999999254942,3.6573216583937,0.3,3.6749999977648256,0.0,NO ALERT,NO ALERT,20260706,18,1.9861573153744079,12.0,8,24.330427098538472,MODERATE,MODERATE
Chhattisgarh,Jashpur,11.762499988079073,3.728381940265225,0.3169718974745015,3.728381940265225,0.0,NO ALERT,NO ALERT,20260706,18,0.5651523420450012,12.0,5,11.762499988079073,MODERATE,MODERATE
Chhattisgarh,Korba,16.590277690440416,3.3406741153159643,0.3,4.9770833071321245,0.0,NO ALERT,NO ALERT,20260706,18,2.3794408607873705,12.0,9,39.47558462844305,MODERATE,MODERATE
Chhattisgarh,Raigarh,17.556818664073944,3.683984084603647,0.3,5.267045599222183,0.0,NO ALERT,NO ALERT,20260706,18,2.3901890279607203,12.0,10,41.96411533676553,MODERATE,MODERATE
Dadra and Nagar Haveli,Dadra and Nagar Haveli,50.5625,9.264040700499326,0.3,15.16875,0.0,MODERATE,NO ALERT,20260706,18,0.6985696525073316,12.0,11,35.32142805490196,MODERATE,MODERATE
Daman and Diu,Junagadh,66.1875,3.6368206819851103,0.3,19.85625,0.0,MODERATE,NO ALERT,20260706,18,2.6877774314029224,12.0,10,177.89726874098093,HEAVY,VERY HEAVY
Goa,North Goa,46.28125,13.50543109951158,0.3,13.884375,0.0,MODERATE,NO ALERT,20260706,18,1.4474074672105874,12.0,11,66.98782684184,MODERATE,HEAVY
Goa,South Goa,43.125,14.29902814466115,0.3315716671225774,14.29902814466115,0.0,MODERATE,NO ALERT,20260706,18,0.9666069095173575,12.0,11,41.68492297293604,MODERATE,MODERATE
Gujarat,Ahmadabad,38.71249923110008,2.529961809636387,0.3,11.613749769330024,0.0,MODERATE,NO ALERT,20260706,18,0.7697513937008896,12.0,3,29.799000236783908,MODERATE,MODERATE
Gujarat,Amreli,28.03409099578857,2.5750922947453976,0.3,8.410227298736572,0.0,NO ALERT,NO ALERT,20260706,18,2.1741323691314935,12.0,8,60.949824673121675,MODERATE,MODERATE
Gujarat,Anand,23.75000035762787,3.065482129160672,0.3,7.12500010728836,0.0,NO ALERT,NO ALERT,20260706,18,0.46697275163457946,12.0,8,11.090603018323732,MODERATE,MODERATE
