unit_type,unit_id,unit_name,basin,sub_basin,area_sqkm,state,district,forecast_issue_date,cycle_utc,forecast_issue_time_utc,valid_start_utc,valid_end_utc,valid_date,rain_forecast_daily_mm,rain_gfs_24h_mm,bias_factor,rain_gfs_bc_24h_mm,gfs_cal_factor,gfs_cal_threshold_mm,gfs_cal_samples,rain_gfs_cal_24h_mm,rain_icon_24h_mm,imd_observed_mm,observed_status,error_gfs_raw_mm,abs_error_gfs_raw_mm,pct_error_gfs_raw,updated_at_utc
district,Rajasthan||Alwar,Alwar,,,,Rajasthan,Alwar,20260703,18,2026-07-03 18:00:00,2026-07-03 18:00:00,2026-07-04 18:00:00,20260704,0.0625,0.0625,1.0000,0.0625,1.0000,12.0000,0,0.0625,0.0000,0.5082,MATCHED,-0.4457,0.4457,-87.7016922471468,2026-07-03 23:48:44
district,Haryana||Ambala,Ambala,,,,Haryana,Ambala,20260703,06,2026-07-03 06:00:00,2026-07-03 06:00:00,2026-07-04 06:00:00,20260704,1.9375,1.9375,1.3961,2.7049,1.0000,12.0000,0,1.9375,0.0000,0.0000,MATCHED,1.9375,1.9375,,2026-07-03 12:56:55
district,Haryana||Ambala,Ambala,,,,Haryana,Ambala,20260703,12,2026-07-03 12:00:00,2026-07-03 12:00:00,2026-07-04 12:00:00,20260704,0.0000,0.0000,1.0000,0.0000,1.0000,12.0000,0,0.0000,0.0000,0.0000,MATCHED,0.0,0.0,,2026-07-03 17:42:45
district,Haryana||Ambala,Ambala,,,,Haryana,Ambala,20260703,18,2026-07-03 18:00:00,2026-07-03 18:00:00,2026-07-04 18:00:00,20260704,0.1458,0.1458,3.0000,0.4375,1.0000,12.0000,0,0.1458,0.0000,0.0000,MATCHED,0.1458,0.1458,,2026-07-03 23:48:44
district,Uttar Pradesh||Ambedkar Nagar,Ambedkar Nagar,,,,Uttar Pradesh,Ambedkar Nagar,20260703,06,2026-07-03 06:00:00,2026-07-03 06:00:00,2026-07-04 06:00:00,20260704,0.0000,0.0000,1.0000,0.0000,1.0000,12.0000,0,0.0000,0.0000,0.6397,MATCHED,-0.6397,0.6397,-100.0,2026-07-03 12:56:55
district,Uttar Pradesh||Ambedkar Nagar,Ambedkar Nagar,,,,Uttar Pradesh,Ambedkar Nagar,20260703,12,2026-07-03 12:00:00,2026-07-03 12:00:00,2026-07-04 12:00:00,20260704,0.0000,0.0000,1.0000,0.0000,1.0000,12.0000,0,0.0000,0.0000,0.6397,MATCHED,-0.6397,0.6397,-100.0,2026-07-03 17:42:45
district,Uttar Pradesh||Ambedkar Nagar,Ambedkar Nagar,,,,Uttar Pradesh,Ambedkar Nagar,20260703,18,2026-07-03 18:00:00,2026-07-03 18:00:00,2026-07-04 18:00:00,20260704,0.2500,0.2500,3.0000,0.7500,1.0000,12.0000,0,0.2500,0.0000,0.6397,MATCHED,-0.38970000000000005,0.38970000000000005,-60.919180866030956,2026-07-03 23:48:44
district,Maharashtra||Amravati,Amravati,,,,Maharashtra,Amravati,20260703,06,2026-07-03 06:00:00,2026-07-03 06:00:00,2026-07-04 06:00:00,20260704,28.6562,28.6562,0.3000,8.5969,0.3258,12.0000,7,9.3367,0.0000,21.6988,MATCHED,6.9574,6.9574,32.063524250188955,2026-07-03 12:56:55
district,Maharashtra||Amravati,Amravati,,,,Maharashtra,Amravati,20260703,12,2026-07-03 12:00:00,2026-07-03 12:00:00,2026-07-04 12:00:00,20260704,25.2734,25.2734,0.3000,7.5820,0.3258,12.0000,7,8.2345,0.0000,21.6988,MATCHED,3.5746,3.5746,16.47372204914558,2026-07-03 17:42:45
district,Maharashtra||Amravati,Amravati,,,,Maharashtra,Amravati,20260703,18,2026-07-03 18:00:00,2026-07-03 18:00:00,2026-07-04 18:00:00,20260704,30.4688,30.4688,0.3000,9.1406,0.3258,12.0000,7,9.9273,0.0000,21.6988,MATCHED,8.770000000000003,8.770000000000003,40.41698158423509,2026-07-03 23:48:44
