parent_type,parent_id,parent_name,parent_key,parent_state,parent_basin,parent_sub_basin,child_type,child_id,child_name,child_key,child_state,child_basin,child_sub_basin,intersection_area_sqkm,parent_overlap_pct,child_overlap_pct
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AUGO17,Watershed C2AUGO17,watershed||C2AUGO17,,Ganga Basin,Upstream of Gomti confluece to Muzaffarnagar,12.8855,0.01,1.37
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AUGO22,Watershed C2AUGO22,watershed||C2AUGO22,,Ganga Basin,Upstream of Gomti confluece to Muzaffarnagar,16.9015,0.01,2.63
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AUGO23,Watershed C2AUGO23,watershed||C2AUGO23,,Ganga Basin,Upstream of Gomti confluece to Muzaffarnagar,17.907,0.01,2.45
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AUGO24,Watershed C2AUGO24,watershed||C2AUGO24,,Ganga Basin,Upstream of Gomti confluece to Muzaffarnagar,0.4655,0.0,0.05
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AUGO26,Watershed C2AUGO26,watershed||C2AUGO26,,Ganga Basin,Upstream of Gomti confluece to Muzaffarnagar,2.1711,0.0,0.45
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AUGO27,Watershed C2AUGO27,watershed||C2AUGO27,,Ganga Basin,Upstream of Gomti confluece to Muzaffarnagar,12.5263,0.01,2.11
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AUGO28,Watershed C2AUGO28,watershed||C2AUGO28,,Ganga Basin,Upstream of Gomti confluece to Muzaffarnagar,17.7925,0.01,2.16
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AUGO29,Watershed C2AUGO29,watershed||C2AUGO29,,Ganga Basin,Upstream of Gomti confluece to Muzaffarnagar,2.742,0.0,0.82
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AUGO30,Watershed C2AUGO30,watershed||C2AUGO30,,Ganga Basin,Upstream of Gomti confluece to Muzaffarnagar,14.6909,0.01,2.03
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AUGO31,Watershed C2AUGO31,watershed||C2AUGO31,,Ganga Basin,Upstream of Gomti confluece to Muzaffarnagar,24.6783,0.02,4.57
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL01,Watershed C2AYAL01,watershed||C2AYAL01,,Ganga Basin,Yamuna Lower,1354.9847,1.04,93.83
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL02,Watershed C2AYAL02,watershed||C2AYAL02,,Ganga Basin,Yamuna Lower,1151.0335,0.89,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL03,Watershed C2AYAL03,watershed||C2AYAL03,,Ganga Basin,Yamuna Lower,1270.0613,0.98,99.91
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL04,Watershed C2AYAL04,watershed||C2AYAL04,,Ganga Basin,Yamuna Lower,1159.1718,0.89,97.44
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL05,Watershed C2AYAL05,watershed||C2AYAL05,,Ganga Basin,Yamuna Lower,1610.5112,1.24,99.97
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL06,Watershed C2AYAL06,watershed||C2AYAL06,,Ganga Basin,Yamuna Lower,858.6826,0.66,99.65
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL07,Watershed C2AYAL07,watershed||C2AYAL07,,Ganga Basin,Yamuna Lower,1353.5118,1.04,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL08,Watershed C2AYAL08,watershed||C2AYAL08,,Ganga Basin,Yamuna Lower,1320.0215,1.02,99.01
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL09,Watershed C2AYAL09,watershed||C2AYAL09,,Ganga Basin,Yamuna Lower,1489.7603,1.15,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL10,Watershed C2AYAL10,watershed||C2AYAL10,,Ganga Basin,Yamuna Lower,1301.97,1.0,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL11,Watershed C2AYAL11,watershed||C2AYAL11,,Ganga Basin,Yamuna Lower,1007.2993,0.78,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL12,Watershed C2AYAL12,watershed||C2AYAL12,,Ganga Basin,Yamuna Lower,1837.4877,1.42,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL13,Watershed C2AYAL13,watershed||C2AYAL13,,Ganga Basin,Yamuna Lower,856.7771,0.66,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL14,Watershed C2AYAL14,watershed||C2AYAL14,,Ganga Basin,Yamuna Lower,1379.6204,1.06,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL15,Watershed C2AYAL15,watershed||C2AYAL15,,Ganga Basin,Yamuna Lower,1022.8478,0.79,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL16,Watershed C2AYAL16,watershed||C2AYAL16,,Ganga Basin,Yamuna Lower,1624.4081,1.25,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL17,Watershed C2AYAL17,watershed||C2AYAL17,,Ganga Basin,Yamuna Lower,1187.8156,0.91,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL18,Watershed C2AYAL18,watershed||C2AYAL18,,Ganga Basin,Yamuna Lower,1731.4054,1.33,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL19,Watershed C2AYAL19,watershed||C2AYAL19,,Ganga Basin,Yamuna Lower,1612.1833,1.24,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL20,Watershed C2AYAL20,watershed||C2AYAL20,,Ganga Basin,Yamuna Lower,1770.4753,1.36,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL21,Watershed C2AYAL21,watershed||C2AYAL21,,Ganga Basin,Yamuna Lower,1438.9239,1.11,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL22,Watershed C2AYAL22,watershed||C2AYAL22,,Ganga Basin,Yamuna Lower,1263.0064,0.97,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL23,Watershed C2AYAL23,watershed||C2AYAL23,,Ganga Basin,Yamuna Lower,1316.3012,1.01,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL24,Watershed C2AYAL24,watershed||C2AYAL24,,Ganga Basin,Yamuna Lower,1154.7179,0.89,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL25,Watershed C2AYAL25,watershed||C2AYAL25,,Ganga Basin,Yamuna Lower,1540.4918,1.19,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL26,Watershed C2AYAL26,watershed||C2AYAL26,,Ganga Basin,Yamuna Lower,1377.2417,1.06,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL27,Watershed C2AYAL27,watershed||C2AYAL27,,Ganga Basin,Yamuna Lower,1126.3212,0.87,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL28,Watershed C2AYAL28,watershed||C2AYAL28,,Ganga Basin,Yamuna Lower,1506.1605,1.16,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL29,Watershed C2AYAL29,watershed||C2AYAL29,,Ganga Basin,Yamuna Lower,1696.1888,1.31,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL30,Watershed C2AYAL30,watershed||C2AYAL30,,Ganga Basin,Yamuna Lower,1020.3904,0.79,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL31,Watershed C2AYAL31,watershed||C2AYAL31,,Ganga Basin,Yamuna Lower,1802.0778,1.39,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL32,Watershed C2AYAL32,watershed||C2AYAL32,,Ganga Basin,Yamuna Lower,1529.8045,1.18,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL33,Watershed C2AYAL33,watershed||C2AYAL33,,Ganga Basin,Yamuna Lower,1642.1891,1.26,98.23
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL34,Watershed C2AYAL34,watershed||C2AYAL34,,Ganga Basin,Yamuna Lower,1351.1376,1.04,99.92
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL35,Watershed C2AYAL35,watershed||C2AYAL35,,Ganga Basin,Yamuna Lower,1728.8903,1.33,97.87
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL36,Watershed C2AYAL36,watershed||C2AYAL36,,Ganga Basin,Yamuna Lower,1089.3842,0.84,99.01
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL37,Watershed C2AYAL37,watershed||C2AYAL37,,Ganga Basin,Yamuna Lower,1083.2753,0.83,98.29
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL38,Watershed C2AYAL38,watershed||C2AYAL38,,Ganga Basin,Yamuna Lower,824.2113,0.63,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL39,Watershed C2AYAL39,watershed||C2AYAL39,,Ganga Basin,Yamuna Lower,1847.3272,1.42,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL40,Watershed C2AYAL40,watershed||C2AYAL40,,Ganga Basin,Yamuna Lower,1094.2572,0.84,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL41,Watershed C2AYAL41,watershed||C2AYAL41,,Ganga Basin,Yamuna Lower,1124.9029,0.87,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL42,Watershed C2AYAL42,watershed||C2AYAL42,,Ganga Basin,Yamuna Lower,974.2571,0.75,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL43,Watershed C2AYAL43,watershed||C2AYAL43,,Ganga Basin,Yamuna Lower,1355.1198,1.04,98.92
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL44,Watershed C2AYAL44,watershed||C2AYAL44,,Ganga Basin,Yamuna Lower,1007.3767,0.78,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL45,Watershed C2AYAL45,watershed||C2AYAL45,,Ganga Basin,Yamuna Lower,1263.9781,0.97,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL46,Watershed C2AYAL46,watershed||C2AYAL46,,Ganga Basin,Yamuna Lower,1666.3229,1.28,96.94
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL47,Watershed C2AYAL47,watershed||C2AYAL47,,Ganga Basin,Yamuna Lower,1462.1016,1.13,96.87
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL48,Watershed C2AYAL48,watershed||C2AYAL48,,Ganga Basin,Yamuna Lower,1321.0149,1.02,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL49,Watershed C2AYAL49,watershed||C2AYAL49,,Ganga Basin,Yamuna Lower,1531.2695,1.18,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL50,Watershed C2AYAL50,watershed||C2AYAL50,,Ganga Basin,Yamuna Lower,935.3798,0.72,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL51,Watershed C2AYAL51,watershed||C2AYAL51,,Ganga Basin,Yamuna Lower,839.57,0.65,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL52,Watershed C2AYAL52,watershed||C2AYAL52,,Ganga Basin,Yamuna Lower,1820.0937,1.4,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL53,Watershed C2AYAL53,watershed||C2AYAL53,,Ganga Basin,Yamuna Lower,1454.9249,1.12,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL54,Watershed C2AYAL54,watershed||C2AYAL54,,Ganga Basin,Yamuna Lower,1291.7045,0.99,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL55,Watershed C2AYAL55,watershed||C2AYAL55,,Ganga Basin,Yamuna Lower,1154.533,0.89,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL56,Watershed C2AYAL56,watershed||C2AYAL56,,Ganga Basin,Yamuna Lower,1160.3818,0.89,99.85
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL57,Watershed C2AYAL57,watershed||C2AYAL57,,Ganga Basin,Yamuna Lower,1669.3024,1.29,97.4
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL58,Watershed C2AYAL58,watershed||C2AYAL58,,Ganga Basin,Yamuna Lower,1676.1469,1.29,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL59,Watershed C2AYAL59,watershed||C2AYAL59,,Ganga Basin,Yamuna Lower,914.2187,0.7,98.89
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL60,Watershed C2AYAL60,watershed||C2AYAL60,,Ganga Basin,Yamuna Lower,1409.4305,1.09,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL61,Watershed C2AYAL61,watershed||C2AYAL61,,Ganga Basin,Yamuna Lower,1044.5555,0.8,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL62,Watershed C2AYAL62,watershed||C2AYAL62,,Ganga Basin,Yamuna Lower,1420.9477,1.09,98.01
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL63,Watershed C2AYAL63,watershed||C2AYAL63,,Ganga Basin,Yamuna Lower,1089.0477,0.84,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL64,Watershed C2AYAL64,watershed||C2AYAL64,,Ganga Basin,Yamuna Lower,1107.0036,0.85,97.19
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL65,Watershed C2AYAL65,watershed||C2AYAL65,,Ganga Basin,Yamuna Lower,1079.7629,0.83,97.86
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL66,Watershed C2AYAL66,watershed||C2AYAL66,,Ganga Basin,Yamuna Lower,1335.1874,1.03,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL67,Watershed C2AYAL67,watershed||C2AYAL67,,Ganga Basin,Yamuna Lower,1647.6073,1.27,98.99
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL68,Watershed C2AYAL68,watershed||C2AYAL68,,Ganga Basin,Yamuna Lower,1727.4772,1.33,98.97
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL69,Watershed C2AYAL69,watershed||C2AYAL69,,Ganga Basin,Yamuna Lower,1298.7308,1.0,99.55
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL70,Watershed C2AYAL70,watershed||C2AYAL70,,Ganga Basin,Yamuna Lower,1189.1977,0.92,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL71,Watershed C2AYAL71,watershed||C2AYAL71,,Ganga Basin,Yamuna Lower,963.9156,0.74,98.1
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL72,Watershed C2AYAL72,watershed||C2AYAL72,,Ganga Basin,Yamuna Lower,1794.9237,1.38,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL73,Watershed C2AYAL73,watershed||C2AYAL73,,Ganga Basin,Yamuna Lower,1006.2686,0.77,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL74,Watershed C2AYAL74,watershed||C2AYAL74,,Ganga Basin,Yamuna Lower,1171.2534,0.9,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL75,Watershed C2AYAL75,watershed||C2AYAL75,,Ganga Basin,Yamuna Lower,1161.1808,0.89,97.07
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL76,Watershed C2AYAL76,watershed||C2AYAL76,,Ganga Basin,Yamuna Lower,1605.4649,1.24,99.52
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL77,Watershed C2AYAL77,watershed||C2AYAL77,,Ganga Basin,Yamuna Lower,1458.5338,1.12,98.82
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL78,Watershed C2AYAL78,watershed||C2AYAL78,,Ganga Basin,Yamuna Lower,1624.2157,1.25,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL79,Watershed C2AYAL79,watershed||C2AYAL79,,Ganga Basin,Yamuna Lower,1153.458,0.89,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL80,Watershed C2AYAL80,watershed||C2AYAL80,,Ganga Basin,Yamuna Lower,1461.1839,1.13,99.98
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL81,Watershed C2AYAL81,watershed||C2AYAL81,,Ganga Basin,Yamuna Lower,950.2885,0.73,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL82,Watershed C2AYAL82,watershed||C2AYAL82,,Ganga Basin,Yamuna Lower,1530.8198,1.18,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL83,Watershed C2AYAL83,watershed||C2AYAL83,,Ganga Basin,Yamuna Lower,1215.6281,0.94,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL84,Watershed C2AYAL84,watershed||C2AYAL84,,Ganga Basin,Yamuna Lower,946.2648,0.73,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL85,Watershed C2AYAL85,watershed||C2AYAL85,,Ganga Basin,Yamuna Lower,1209.7849,0.93,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL86,Watershed C2AYAL86,watershed||C2AYAL86,,Ganga Basin,Yamuna Lower,1285.3655,0.99,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL87,Watershed C2AYAL87,watershed||C2AYAL87,,Ganga Basin,Yamuna Lower,1441.8531,1.11,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL88,Watershed C2AYAL88,watershed||C2AYAL88,,Ganga Basin,Yamuna Lower,906.0055,0.7,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL89,Watershed C2AYAL89,watershed||C2AYAL89,,Ganga Basin,Yamuna Lower,1444.2494,1.11,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL90,Watershed C2AYAL90,watershed||C2AYAL90,,Ganga Basin,Yamuna Lower,750.886,0.58,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL91,Watershed C2AYAL91,watershed||C2AYAL91,,Ganga Basin,Yamuna Lower,1463.6913,1.13,97.97
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL92,Watershed C2AYAL92,watershed||C2AYAL92,,Ganga Basin,Yamuna Lower,925.2174,0.71,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL93,Watershed C2AYAL93,watershed||C2AYAL93,,Ganga Basin,Yamuna Lower,1179.2542,0.91,99.18
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL94,Watershed C2AYAL94,watershed||C2AYAL94,,Ganga Basin,Yamuna Lower,1228.8621,0.95,100.0
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL95,Watershed C2AYAL95,watershed||C2AYAL95,,Ganga Basin,Yamuna Lower,1574.7231,1.21,98.67
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL96,Watershed C2AYAL96,watershed||C2AYAL96,,Ganga Basin,Yamuna Lower,1721.1922,1.33,98.64
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL97,Watershed C2AYAL97,watershed||C2AYAL97,,Ganga Basin,Yamuna Lower,978.2352,0.75,95.32
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAL98,Watershed C2AYAL98,watershed||C2AYAL98,,Ganga Basin,Yamuna Lower,1141.65,0.88,93.74
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAM38,Watershed C2AYAM38,watershed||C2AYAM38,,Ganga Basin,Yamuna Middle,13.0066,0.01,1.51
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAM39,Watershed C2AYAM39,watershed||C2AYAM39,,Ganga Basin,Yamuna Middle,5.5407,0.0,0.62
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAM41,Watershed C2AYAM41,watershed||C2AYAM41,,Ganga Basin,Yamuna Middle,45.2986,0.03,4.71
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAM42,Watershed C2AYAM42,watershed||C2AYAM42,,Ganga Basin,Yamuna Middle,10.9507,0.01,1.55
subbasin,YAL,Yamuna Lower,subbasin||YAL,,Ganga Basin,Yamuna Lower,watershed,C2AYAM43,Watershed C2AYAM43,watershed||C2AYAM43,,Ganga Basin,Yamuna Middle,46.662,0.04,6.19
subbasin,YAM,Yamuna Middle,subbasin||YAM,,Ganga Basin,Yamuna Middle,watershed,C2ABAN37,Watershed C2ABAN37,watershed||C2ABAN37,,Ganga Basin,Banas,7.3533,0.02,0.71
subbasin,YAM,Yamuna Middle,subbasin||YAM,,Ganga Basin,Yamuna Middle,watershed,C2ABAN45,Watershed C2ABAN45,watershed||C2ABAN45,,Ganga Basin,Banas,8.5597,0.02,1.44
subbasin,YAM,Yamuna Middle,subbasin||YAM,,Ganga Basin,Yamuna Middle,watershed,C2ABAN55,Watershed C2ABAN55,watershed||C2ABAN55,,Ganga Basin,Banas,9.792,0.03,0.94
subbasin,YAM,Yamuna Middle,subbasin||YAM,,Ganga Basin,Yamuna Middle,watershed,C2ABAN56,Watershed C2ABAN56,watershed||C2ABAN56,,Ganga Basin,Banas,9.4936,0.03,1.46
subbasin,YAM,Yamuna Middle,subbasin||YAM,,Ganga Basin,Yamuna Middle,watershed,C2ABAN60,Watershed C2ABAN60,watershed||C2ABAN60,,Ganga Basin,Banas,0.0352,0.0,0.0
subbasin,YAM,Yamuna Middle,subbasin||YAM,,Ganga Basin,Yamuna Middle,watershed,C2ABAN62,Watershed C2ABAN62,watershed||C2ABAN62,,Ganga Basin,Banas,19.2494,0.05,1.89
subbasin,YAM,Yamuna Middle,subbasin||YAM,,Ganga Basin,Yamuna Middle,watershed,C2ACHL10,Watershed C2ACHL10,watershed||C2ACHL10,,Ganga Basin,Chambal Lower,0.6121,0.0,0.09
subbasin,YAM,Yamuna Middle,subbasin||YAM,,Ganga Basin,Yamuna Middle,watershed,C2ACHL11,Watershed C2ACHL11,watershed||C2ACHL11,,Ganga Basin,Chambal Lower,6.2806,0.02,0.67
subbasin,YAM,Yamuna Middle,subbasin||YAM,,Ganga Basin,Yamuna Middle,watershed,C2ACHL12,Watershed C2ACHL12,watershed||C2ACHL12,,Ganga Basin,Chambal Lower,10.1431,0.03,1.62
